,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Dep_hour,Dep_min,Duration_hour,Duration_min
1144,3,0,2,0.0,8,4423.0,6,4,2019,15,50,13,0,2,50
1145,4,2,1,2.0,8,21219.0,6,5,2019,19,0,11,40,7,20
1146,3,2,1,1.0,8,7503.0,24,5,2019,1,30,18,35,6,55
1147,3,3,0,0.0,8,4804.0,24,6,2019,0,5,21,25,2,40
1148,4,2,1,2.0,8,15129.0,9,5,2019,12,35,9,40,26,55
1149,6,2,1,2.0,8,6197.0,27,3,2019,21,20,7,10,14,10
1150,8,1,4,0.0,8,3597.0,27,5,2019,20,5,17,45,2,20
1151,6,2,1,1.0,8,9100.0,27,3,2019,19,15,7,30,11,45
1152,4,4,3,0.0,5,4050.0,1,6,2019,8,30,7,5,1,25
1153,6,2,1,1.0,8,7723.0,6,6,2019,1,30,10,0,15,30
1154,4,2,1,2.0,8,15129.0,9,5,2019,19,0,23,5,19,55
1155,4,2,1,1.0,5,12373.0,18,5,2019,19,0,8,0,11,0
1156,3,0,2,0.0,8,4591.0,3,5,2019,2,20,23,30,2,50
1157,8,1,4,0.0,8,6300.0,9,3,2019,10,35,8,20,2,15
1158,1,0,5,0.0,8,5176.0,24,3,2019,19,45,17,0,2,45
1159,6,2,1,1.0,8,12717.0,15,6,2019,19,0,9,0,10,0
1160,1,1,4,0.0,8,4405.0,18,3,2019,13,55,11,40,2,15
1161,8,2,1,1.0,8,6749.0,21,4,2019,22,5,15,45,6,20
1162,4,3,0,1.0,5,7064.0,12,5,2019,17,35,10,20,7,15
1163,4,2,1,1.0,8,16289.0,21,5,2019,12,35,7,5,5,30
1164,3,1,4,0.0,8,6297.0,15,3,2019,14,0,11,35,2,25
1165,4,4,3,0.0,8,5678.0,12,5,2019,21,5,19,35,1,30
1166,4,3,0,1.0,8,14388.0,1,5,2019,9,20,20,0,13,20
1167,4,0,2,0.0,8,7229.0,18,4,2019,8,45,6,0,2,45
1168,3,3,0,1.0,8,9806.0,24,3,2019,16,25,11,55,4,30
1169,3,2,1,1.0,8,6195.0,6,6,2019,3,35,21,50,5,45
1170,4,3,0,1.0,8,13044.0,12,6,2019,18,15,18,55,23,20
1171,4,2,1,2.0,8,13882.0,27,6,2019,4,25,11,45,16,40
1172,4,0,5,1.0,5,8147.0,24,3,2019,10,45,5,45,5,0
1173,1,2,1,2.0,8,8052.0,9,4,2019,7,40,17,15,14,25
1174,4,3,0,1.0,8,14781.0,1,5,2019,19,50,6,30,13,20
1175,4,3,0,1.0,8,14151.0,24,5,2019,22,5,9,35,12,30
1176,3,3,0,1.0,8,6704.0,18,5,2019,23,30,18,5,5,25
1177,4,3,0,1.0,5,9663.0,1,5,2019,12,0,8,25,27,35
1178,3,3,0,0.0,8,4462.0,18,3,2019,17,55,15,20,2,35
1179,4,2,1,2.0,5,8367.0,21,3,2019,4,25,10,45,17,40
1180,4,2,1,2.0,8,13376.0,9,6,2019,4,25,6,45,21,40
1181,4,3,0,1.0,8,13067.0,21,5,2019,9,45,20,25,13,20
1182,3,3,0,0.0,8,5224.0,21,5,2019,16,55,14,25,2,30
1183,6,2,1,1.0,8,13542.0,21,3,2019,1,35,16,0,9,35
1184,2,0,2,0.0,8,3419.0,24,5,2019,10,40,7,45,2,55
1185,6,2,1,2.0,8,10444.0,6,3,2019,21,20,9,45,11,35
1186,3,3,0,0.0,8,4804.0,1,6,2019,12,10,9,35,2,35
1187,4,4,3,0.0,5,4995.0,21,5,2019,8,30,7,5,1,25
1188,8,2,1,1.0,8,4957.0,27,4,2019,22,50,17,55,4,55
1189,4,2,1,1.0,8,15554.0,9,5,2019,4,25,20,55,7,30
1190,4,3,0,1.0,5,9663.0,1,5,2019,12,0,20,0,16,0
1191,4,3,0,1.0,8,14151.0,18,5,2019,9,45,9,35,24,10
1192,3,2,1,0.0,8,5601.0,6,6,2019,8,50,5,35,3,15
1193,6,2,1,1.0,8,7787.0,15,5,2019,19,15,6,40,12,35
1194,1,0,5,1.0,8,5092.0,21,3,2019,23,55,11,50,12,5
1195,4,3,0,1.0,5,10844.0,6,6,2019,9,20,21,10,12,10
1196,6,2,1,2.0,8,23583.0,9,3,2019,1,35,17,50,7,45
1197,1,3,0,2.0,8,10676.0,12,5,2019,18,30,12,0,30,30
1198,8,3,0,1.0,8,10156.0,6,6,2019,18,30,11,15,7,15
1199,0,2,1,1.0,8,8627.0,6,3,2019,7,10,16,45,14,25
1200,0,3,0,0.0,8,4409.0,21,5,2019,12,15,9,45,2,30
1201,6,2,1,1.0,8,9646.0,18,5,2019,16,10,9,45,6,25
1202,4,0,5,1.0,8,13817.0,12,3,2019,12,25,21,25,15,0
1203,1,2,1,2.0,8,13538.0,9,5,2019,7,40,13,20,18,20
1204,1,3,0,2.0,8,9416.0,9,5,2019,7,55,12,0,19,55
1205,4,0,2,0.0,8,7229.0,27,4,2019,14,5,11,10,2,55
1206,1,3,0,1.0,8,10203.0,1,5,2019,23,15,10,0,13,15
1207,3,2,1,1.0,8,6778.0,21,5,2019,0,55,16,10,8,45
1208,3,4,3,0.0,8,2754.0,15,6,2019,13,30,12,0,1,30
1209,1,3,0,2.0,8,10991.0,1,5,2019,20,25,5,50,14,35
1210,10,0,2,0.0,8,4668.0,27,5,2019,14,20,11,30,2,50
1211,8,2,1,1.0,7,5726.0,3,6,2019,13,15,8,45,4,30
1212,1,3,0,2.0,8,14960.0,12,6,2019,23,15,9,50,13,25
1213,1,2,1,1.0,8,7480.0,21,5,2019,9,25,20,40,12,45
1214,0,3,0,0.0,8,4107.0,21,5,2019,22,25,19,55,2,30
1215,4,3,0,1.0,8,11467.0,1,5,2019,9,45,9,35,24,10
1216,3,2,1,1.0,8,5796.0,27,4,2019,7,25,2,0,5,25
1217,4,2,1,1.0,5,10262.0,6,6,2019,19,0,2,15,16,45
1218,1,2,1,3.0,8,11543.0,27,6,2019,7,40,5,15,26,25
1219,3,2,1,1.0,8,5298.0,24,4,2019,12,10,6,50,5,20
1220,0,2,1,1.0,8,6451.0,27,4,2019,7,10,20,45,10,25
1221,1,3,0,0.0,8,6245.0,9,6,2019,16,45,14,15,2,30
1222,4,4,3,0.0,5,2071.0,27,3,2019,21,5,19,35,1,30
1223,3,3,0,0.0,8,4804.0,15,5,2019,12,20,9,35,2,45
1224,6,2,1,1.0,8,7005.0,27,6,2019,21,0,7,30,13,30
1225,4,0,5,1.0,8,12284.0,18,3,2019,12,25,5,45,6,40
1226,1,3,0,1.0,8,10203.0,9,5,2019,20,25,7,0,13,25
1227,3,2,1,1.0,8,6938.0,27,5,2019,22,30,14,20,8,10
1228,6,2,1,1.0,8,13377.0,12,6,2019,1,30,10,0,15,30
1229,6,2,1,1.0,8,9779.0,1,6,2019,19,15,9,15,10,0
1230,1,1,4,0.0,8,4667.0,15,5,2019,13,55,11,40,2,15
1231,4,0,2,0.0,5,4544.0,3,4,2019,22,50,19,50,3,0
1232,4,2,1,1.0,8,16079.0,27,6,2019,4,25,21,50,6,35
1233,4,3,0,1.0,5,7064.0,1,4,2019,19,50,16,30,27,20
1234,4,2,1,1.0,8,15554.0,18,5,2019,19,0,14,0,5,0
1235,8,1,4,0.0,7,3543.0,18,5,2019,12,0,9,45,2,15
1236,1,0,2,0.0,8,6121.0,18,4,2019,16,10,13,20,2,50
1237,3,2,1,1.0,8,8075.0,27,3,2019,15,30,8,25,7,5
1238,6,2,1,1.0,8,13377.0,3,6,2019,1,30,11,30,14,0
1239,4,3,0,1.0,8,14571.0,24,5,2019,19,50,14,5,5,45
1240,8,0,2,0.0,7,3919.0,24,4,2019,8,35,5,55,2,40
1241,4,3,0,1.0,8,14231.0,24,3,2019,4,45,18,55,9,50
1242,3,4,3,0.0,8,2754.0,15,3,2019,20,30,19,5,1,25
1243,1,2,1,1.0,8,8067.0,21,5,2019,23,0,17,40,5,20
1244,10,3,0,1.0,8,8452.0,6,5,2019,22,40,7,10,15,30
1245,4,0,5,1.0,8,15025.0,6,3,2019,11,25,14,5,21,20
1246,4,0,5,1.0,8,26890.0,1,3,2019,16,10,8,55,7,15
1247,4,2,1,1.0,5,15103.0,6,3,2019,18,50,13,0,5,50
1248,4,3,0,1.0,5,8586.0,24,5,2019,4,40,14,5,14,35
1249,4,3,0,1.0,5,10844.0,9,6,2019,16,20,8,25,7,55
1250,4,2,1,1.0,5,12898.0,21,5,2019,4,25,21,50,6,35
1251,4,3,0,1.0,5,8586.0,12,5,2019,8,15,6,30,25,45
1252,6,2,1,1.0,8,11622.0,9,6,2019,19,0,8,30,10,30
1253,1,2,1,2.0,8,13538.0,6,5,2019,19,15,12,20,30,55
1254,4,2,1,2.0,8,13014.0,1,6,2019,4,25,5,30,22,55
1255,4,3,0,1.0,8,13941.0,9,5,2019,10,5,18,55,15,10
1256,4,3,0,1.0,8,14151.0,18,5,2019,10,55,9,35,25,20
1257,6,2,1,1.0,8,13542.0,21,3,2019,1,35,17,30,8,5
1258,3,2,1,1.0,8,6558.0,21,3,2019,22,20,6,40,15,40
1259,0,3,0,1.0,8,5192.0,18,5,2019,19,25,7,35,11,50
1260,10,0,2,0.0,8,4878.0,1,6,2019,9,40,7,0,2,40
1261,4,2,1,1.0,5,12898.0,27,5,2019,12,35,15,0,21,35
1262,1,2,1,1.0,8,7384.0,9,6,2019,23,0,17,40,5,20
1263,2,0,2,0.0,8,3898.0,3,5,2019,10,40,7,45,2,55
1264,0,0,2,0.0,8,3383.0,6,5,2019,2,45,23,55,2,50
1265,3,2,1,1.0,8,6093.0,24,6,2019,21,0,6,40,14,20
1266,6,2,1,1.0,8,12192.0,12,6,2019,19,0,8,0,11,0
1267,6,2,1,1.0,8,6795.0,12,6,2019,1,30,12,50,12,40
1268,4,0,5,1.0,8,11455.0,18,3,2019,7,40,7,0,24,40
1269,3,1,4,0.0,8,3540.0,1,6,2019,18,25,15,40,2,45
1270,6,2,1,1.0,8,15898.0,27,5,2019,19,15,9,0,10,15
1271,6,2,1,1.0,8,9718.0,3,6,2019,21,0,10,0,11,0
1272,2,3,0,1.0,8,7831.0,15,5,2019,0,15,16,40,7,35
1273,3,2,1,1.0,8,6416.0,3,6,2019,21,0,8,30,12,30
1274,10,1,4,0.0,8,3739.0,27,3,2019,9,20,7,5,2,15
1275,10,3,0,1.0,8,8085.0,6,5,2019,23,25,7,10,16,15
1276,3,0,2,0.0,8,4823.0,3,5,2019,19,55,16,55,3,0
1277,4,2,1,2.0,8,13376.0,9,6,2019,12,35,14,35,22,0
1278,10,3,0,1.0,8,8452.0,15,5,2019,10,45,20,20,14,25
1279,4,3,0,1.0,5,10844.0,6,6,2019,22,35,20,0,26,35
1280,10,2,1,0.0,8,4851.0,27,3,2019,9,10,6,0,3,10
1281,6,2,1,1.0,8,6795.0,15,6,2019,1,30,19,0,6,30
1282,3,0,2,0.0,8,4823.0,18,5,2019,11,20,8,30,2,50
1283,4,2,1,1.0,5,10577.0,9,6,2019,4,25,20,55,7,30
1284,4,2,1,1.0,8,12032.0,27,3,2019,19,45,20,50,22,55
1285,0,2,1,1.0,8,9330.0,1,6,2019,13,25,7,55,5,30
1286,10,3,0,1.0,8,8977.0,1,4,2019,22,55,17,0,5,55
1287,6,2,1,1.0,8,7005.0,1,6,2019,21,0,12,50,8,10
1288,4,3,0,1.0,5,10844.0,18,5,2019,20,45,14,5,6,40
1289,6,2,1,1.0,8,12192.0,24,6,2019,12,35,3,50,8,45
1290,1,0,5,0.0,8,4441.0,24,3,2019,12,45,10,0,2,45
1291,6,2,1,1.0,8,7575.0,9,5,2019,19,15,10,35,8,40
1292,3,3,0,0.0,8,4804.0,21,6,2019,7,15,4,40,2,35
1293,8,1,4,0.0,8,3597.0,6,6,2019,12,0,9,45,2,15
1294,1,3,0,1.0,8,10413.0,6,6,2019,20,25,17,30,26,55
1295,4,0,2,0.0,8,8016.0,9,6,2019,8,45,6,0,2,45
1296,4,3,0,1.0,5,10844.0,9,6,2019,12,0,20,0,16,0
1297,4,3,0,1.0,5,9663.0,12,5,2019,9,20,16,30,16,50
1298,3,2,1,1.0,8,6069.0,18,5,2019,1,30,20,25,5,5
1299,3,2,1,1.0,8,6442.0,27,5,2019,22,30,11,55,10,35
1300,6,2,1,1.0,8,13587.0,1,6,2019,21,0,9,0,12,0
1301,1,4,3,0.0,8,3100.0,9,5,2019,20,45,19,30,1,15
1302,4,3,0,1.0,8,14781.0,21,5,2019,18,15,6,30,11,45
1303,4,2,1,1.0,5,12898.0,21,5,2019,19,0,21,50,21,10
1304,3,3,0,0.0,8,4804.0,18,6,2019,16,55,14,25,2,30
1305,8,3,0,0.0,8,4174.0,15,4,2019,11,25,9,0,2,25
1306,3,0,2,0.0,8,4591.0,24,5,2019,2,20,23,30,2,50
1307,4,3,0,1.0,5,9663.0,6,5,2019,19,50,16,30,27,20
1308,6,2,1,1.0,8,8266.0,15,5,2019,19,15,8,45,10,30
1309,3,0,2,0.0,8,4823.0,6,5,2019,10,5,7,10,2,55
1310,1,2,1,0.0,8,6094.0,21,5,2019,21,10,18,5,3,5
1311,4,3,0,1.0,8,14178.0,24,5,2019,4,40,21,10,7,30
1312,4,2,1,2.0,8,13376.0,9,6,2019,12,35,6,45,29,50
1313,1,4,3,0.0,8,2575.0,24,3,2019,22,25,21,5,1,20
1314,10,4,3,1.0,8,12395.0,6,3,2019,19,55,7,30,12,25
1315,3,2,1,1.0,8,10351.0,27,3,2019,21,0,9,10,11,50
1316,0,3,0,1.0,8,5192.0,21,5,2019,23,30,7,35,15,55
1317,6,2,1,1.0,8,7670.0,15,5,2019,21,0,12,50,8,10
1318,1,0,5,2.0,8,11161.0,18,3,2019,22,10,11,5,35,5
1319,4,3,0,1.0,8,14151.0,24,5,2019,18,0,20,25,21,35
1320,3,3,0,1.0,8,4775.0,6,5,2019,20,5,15,15,4,50
1321,1,2,1,2.0,8,12865.0,6,3,2019,9,25,13,5,20,20
1322,1,4,3,0.0,8,5462.0,6,3,2019,20,45,19,30,1,15
1323,8,2,1,1.0,8,8382.0,9,3,2019,11,20,6,10,5,10
1324,4,0,2,0.0,5,4544.0,24,4,2019,20,45,17,45,3,0
1325,4,0,2,0.0,5,4544.0,1,4,2019,18,10,15,15,2,55
1326,4,3,0,1.0,8,14781.0,18,5,2019,23,35,16,30,7,5
1327,8,2,1,1.0,7,5158.0,27,5,2019,13,15,8,45,4,30
1328,4,4,3,0.0,8,5678.0,21,3,2019,17,20,15,50,1,30
1329,4,2,1,2.0,8,18804.0,9,6,2019,19,0,11,40,7,20
1330,3,4,3,0.0,8,4049.0,3,6,2019,10,40,9,10,1,30
1331,3,3,0,0.0,8,6565.0,24,3,2019,12,55,10,10,2,45
1332,4,2,1,1.0,5,12373.0,18,5,2019,12,35,18,15,18,20
1333,1,0,5,0.0,8,4441.0,18,3,2019,19,45,17,0,2,45
1334,8,1,4,0.0,8,3597.0,18,5,2019,20,5,17,45,2,20
1335,4,4,3,0.0,8,5678.0,18,6,2019,21,5,19,35,1,30
1336,1,2,1,2.0,8,10660.0,9,3,2019,9,25,9,45,23,40
1337,4,0,2,0.0,5,4544.0,21,4,2019,8,45,6,0,2,45
1338,3,0,2,0.0,8,4823.0,24,5,2019,11,20,8,30,2,50
1339,1,3,0,2.0,8,14214.0,9,5,2019,23,15,14,30,8,45
1340,4,3,0,1.0,8,14781.0,1,5,2019,16,20,8,25,7,55
1341,6,2,1,1.0,8,23533.0,1,3,2019,1,35,19,0,6,35
1342,4,2,1,1.0,5,14053.0,9,3,2019,18,50,19,15,23,35
1343,4,2,1,1.0,5,10262.0,27,6,2019,19,0,21,50,21,10
1344,3,0,2,0.0,8,4823.0,21,6,2019,22,50,20,0,2,50
1345,1,2,1,1.0,8,8361.0,18,5,2019,8,15,17,40,14,35
1346,1,2,1,2.0,8,10493.0,9,6,2019,19,15,5,55,37,20
1347,6,2,1,1.0,8,17057.0,3,3,2019,13,20,7,5,6,15
1348,1,2,1,2.0,8,12392.0,18,5,2019,19,15,17,15,26,0
1349,3,2,1,1.0,8,5883.0,12,6,2019,1,30,11,25,14,5
1350,4,2,1,1.0,5,12898.0,21,5,2019,19,0,11,30,7,30
1351,4,2,1,1.0,8,16079.0,21,5,2019,19,0,2,15,16,45
1352,6,2,1,1.0,8,10678.0,12,6,2019,12,35,4,55,7,40
1353,1,0,5,2.0,8,20999.0,1,3,2019,11,10,6,45,28,25
1354,3,0,5,1.0,8,6575.0,21,3,2019,0,35,19,35,5,0
1355,4,2,1,2.0,8,15129.0,21,5,2019,4,25,19,30,8,55
1356,4,3,0,1.0,5,10844.0,6,6,2019,18,15,18,55,23,20
1357,1,0,5,1.0,8,11654.0,3,3,2019,23,45,9,30,14,15
1358,3,3,0,1.0,8,5069.0,1,4,2019,13,0,8,10,4,50
1359,1,0,2,0.0,8,5176.0,1,4,2019,8,55,6,10,2,45
1360,4,2,1,2.0,8,13292.0,9,6,2019,4,25,5,30,22,55
1361,3,2,1,1.0,8,6386.0,6,6,2019,7,45,2,0,5,45
1362,4,2,1,2.0,8,15129.0,21,5,2019,19,0,13,25,29,35
1363,1,3,0,0.0,8,4435.0,6,3,2019,23,20,20,45,2,35
1364,3,0,2,0.0,8,4591.0,18,5,2019,2,20,23,30,2,50
1365,4,0,5,1.0,5,7832.0,21,3,2019,23,0,5,45,17,15
1366,3,3,0,0.0,8,4174.0,12,4,2019,7,15,4,40,2,35
1367,6,2,1,1.0,8,6148.0,27,3,2019,15,30,7,0,8,30
1368,6,2,1,1.0,8,9149.0,27,5,2019,19,15,9,15,10,0
1369,6,2,1,2.0,8,6128.0,27,3,2019,21,20,13,5,8,15
1370,3,2,1,1.0,8,6412.0,27,3,2019,22,20,16,10,6,10
1371,6,2,1,1.0,8,8073.0,18,5,2019,21,0,8,0,13,0
1372,4,2,1,0.0,5,4256.0,24,6,2019,14,15,11,0,3,15
1373,1,3,0,2.0,8,14634.0,12,5,2019,5,25,10,0,19,25
1374,6,2,1,1.0,8,14067.0,21,5,2019,21,0,13,0,8,0
1375,3,3,0,0.0,8,4804.0,6,5,2019,18,5,15,30,2,35
1376,8,3,0,0.0,8,4911.0,21,4,2019,19,40,17,10,2,30
1377,3,2,1,1.0,8,6412.0,9,6,2019,22,30,16,10,6,20
1378,8,1,4,0.0,7,3543.0,15,6,2019,10,35,8,20,2,15
1379,3,1,4,0.0,8,3858.0,6,6,2019,14,0,11,35,2,25
1380,1,3,0,2.0,8,9941.0,15,5,2019,7,55,12,0,19,55
1381,4,0,2,0.0,8,7229.0,9,4,2019,11,20,8,20,3,0
1382,2,0,5,1.0,8,8352.0,3,3,2019,20,15,15,45,4,30
1383,4,3,0,1.0,8,14151.0,12,5,2019,22,5,9,35,12,30
1384,6,2,1,1.0,8,6795.0,6,6,2019,1,30,17,45,7,45
1385,3,3,0,0.0,8,4804.0,3,5,2019,22,55,20,20,2,35
1386,1,2,1,1.0,8,6587.0,6,6,2019,6,50,5,15,25,35
1387,2,2,1,1.0,8,4106.0,3,4,2019,13,35,7,25,6,10
1388,1,3,0,0.0,8,5510.0,18,4,2019,16,45,14,15,2,30
1389,4,2,1,2.0,8,15129.0,9,5,2019,19,0,9,40,9,20
1390,4,2,1,2.0,5,13029.0,9,5,2019,4,25,9,40,18,45
1391,3,2,1,1.0,8,6582.0,15,6,2019,12,30,7,15,5,15
1392,6,2,1,1.0,5,5797.0,27,6,2019,1,30,17,45,7,45
1393,4,3,0,1.0,8,12692.0,12,6,2019,10,55,20,25,14,30
1394,8,1,4,0.0,7,3332.0,27,3,2019,10,35,8,20,2,15
1395,1,3,0,2.0,8,10151.0,9,6,2019,7,55,12,0,19,55
1396,3,2,1,1.0,8,5046.0,6,4,2019,7,25,2,0,5,25
1397,1,2,1,1.0,8,8907.0,15,6,2019,23,0,6,10,16,50
1398,1,0,2,0.0,8,5228.0,6,5,2019,23,55,21,5,2,50
1399,3,2,1,1.0,8,13753.0,3,3,2019,10,10,5,35,4,35
1400,4,0,5,1.0,5,11087.0,9,3,2019,21,20,8,55,12,25
1401,4,3,0,1.0,8,14781.0,18,5,2019,23,35,14,5,9,30
1402,3,3,0,0.0,8,5224.0,6,5,2019,14,5,11,30,2,35
1403,4,0,2,0.0,5,3702.0,6,5,2019,18,10,15,15,2,55
1404,3,4,3,0.0,8,2754.0,18,3,2019,20,30,19,5,1,25
1405,0,0,2,0.0,8,3383.0,24,5,2019,13,55,11,10,2,45
1406,1,0,2,0.0,8,5228.0,15,4,2019,16,10,13,20,2,50
1407,3,2,1,1.0,8,5054.0,27,5,2019,1,30,20,25,5,5
1408,4,0,5,1.0,8,13555.0,18,3,2019,19,10,8,55,10,15
1409,6,2,1,1.0,8,7408.0,1,6,2019,1,30,17,0,8,30
1410,3,3,0,0.0,8,5224.0,24,5,2019,16,55,14,25,2,30
1411,3,0,5,1.0,8,9694.0,1,3,2019,17,5,12,10,4,55
1412,3,2,1,1.0,8,7318.0,21,3,2019,1,35,17,10,8,25
1413,3,2,1,1.0,8,5054.0,21,5,2019,12,10,7,35,4,35
1414,4,0,2,0.0,5,4030.0,1,5,2019,22,0,18,55,3,5
1415,4,0,5,1.0,8,16736.0,6,3,2019,18,25,8,0,10,25
1416,1,4,3,0.0,8,2050.0,18,3,2019,20,45,19,30,1,15
1417,1,4,3,2.0,8,9977.0,12,3,2019,14,50,1,35,13,15
1418,4,2,1,2.0,5,10368.0,6,6,2019,4,25,5,30,22,55
1419,3,2,1,1.0,8,6755.0,9,3,2019,13,40,7,45,5,55
1420,4,0,2,0.0,5,3502.0,15,5,2019,18,10,15,15,2,55
1421,1,0,2,0.0,8,6961.0,24,6,2019,12,45,10,0,2,45
1422,4,0,2,0.0,5,4544.0,9,4,2019,18,45,15,50,2,55
1423,8,3,0,0.0,7,3841.0,18,5,2019,17,25,14,55,2,30
1424,4,4,3,2.0,8,24115.0,6,3,2019,16,50,14,20,26,30
1425,10,3,0,1.0,8,9502.0,24,5,2019,9,5,7,10,25,55
1426,1,4,3,0.0,8,3100.0,1,4,2019,7,40,6,20,1,20
1427,8,0,2,0.0,7,4319.0,15,4,2019,8,35,5,55,2,40
1428,3,4,3,0.0,8,2227.0,1,5,2019,21,40,20,5,1,35
1429,8,3,0,0.0,8,5831.0,24,3,2019,0,40,22,20,2,20
1430,3,3,0,0.0,8,4804.0,9,6,2019,0,5,21,25,2,40
1431,3,2,1,1.0,8,5458.0,6,6,2019,12,10,7,35,4,35
1432,4,0,2,0.0,5,7229.0,9,6,2019,22,0,18,55,3,5
1433,4,3,0,1.0,8,14571.0,6,6,2019,10,5,18,55,15,10
1434,8,0,2,0.0,7,3919.0,9,6,2019,0,5,21,10,2,55
1435,6,2,1,1.0,8,6916.0,9,3,2019,16,10,7,5,9,5
1436,4,2,1,1.0,5,6960.0,27,3,2019,4,25,13,0,15,25
1437,4,0,5,1.0,8,16757.0,6,3,2019,14,25,9,45,4,40
1438,3,2,1,1.0,8,14871.0,6,3,2019,1,35,16,0,9,35
1439,3,2,1,1.0,8,5054.0,12,6,2019,12,10,7,35,4,35
1440,1,2,1,2.0,8,12488.0,3,6,2019,19,15,12,20,30,55
1441,3,0,2,0.0,8,4823.0,15,4,2019,21,20,18,25,2,55
1442,1,2,1,2.0,8,14483.0,9,3,2019,19,15,5,55,37,20
1443,1,2,1,2.0,8,11989.0,24,6,2019,19,15,17,15,26,0
1444,4,2,1,1.0,8,16079.0,21,5,2019,19,0,22,50,20,10
1445,4,3,0,1.0,8,13067.0,6,5,2019,10,55,9,35,25,20
1446,3,2,1,1.0,8,6818.0,12,6,2019,16,10,5,5,11,5
1447,4,3,0,1.0,8,13941.0,12,5,2019,8,15,8,25,23,50
1448,6,2,1,1.0,8,12927.0,24,6,2019,19,0,9,0,10,0
1449,3,3,0,0.0,8,4804.0,15,5,2019,0,50,22,15,2,35
1450,4,2,1,1.0,5,5406.0,1,4,2019,12,35,16,0,20,35
1451,3,2,1,1.0,8,7318.0,21,3,2019,1,35,10,45,14,50
1452,3,1,4,0.0,8,3384.0,21,3,2019,10,15,7,55,2,20
1453,0,2,1,1.0,8,11410.0,3,6,2019,6,35,20,45,9,50
1454,4,0,5,1.0,5,9134.0,15,3,2019,13,15,5,45,7,30
1455,4,0,5,1.0,5,7832.0,21,3,2019,21,20,14,5,7,15
1456,4,0,5,1.0,8,14815.0,6,3,2019,7,40,8,55,22,45
1457,3,0,2,0.0,8,4591.0,3,6,2019,2,20,23,30,2,50
1458,4,2,1,1.0,5,12373.0,9,5,2019,19,0,22,50,20,10
1459,0,0,5,0.0,8,4284.0,9,3,2019,8,40,5,50,2,50
1460,4,3,0,1.0,8,13941.0,18,5,2019,4,40,5,45,22,55
1461,4,2,1,1.0,8,16289.0,9,3,2019,18,50,17,25,25,25
1462,3,2,1,1.0,8,9165.0,24,6,2019,4,35,23,30,5,5
1463,4,0,2,0.0,8,8016.0,21,6,2019,8,45,6,0,2,45
1464,0,3,0,1.0,8,5192.0,1,4,2019,10,40,22,40,12,0
1465,4,3,0,1.0,8,14939.0,9,6,2019,8,15,21,10,11,5
1466,4,0,5,1.0,8,25735.0,1,3,2019,9,30,11,40,21,50
1467,6,2,1,1.0,8,14502.0,3,6,2019,19,0,10,0,9,0
1468,4,0,5,1.0,8,13817.0,12,3,2019,12,25,22,55,13,30
1469,4,3,0,1.0,8,14151.0,24,5,2019,18,0,9,35,8,25
1470,6,2,1,1.0,8,15077.0,6,3,2019,19,15,10,45,8,30
1471,6,2,1,1.0,8,12192.0,12,6,2019,19,0,9,0,10,0
1472,8,4,3,0.0,7,1965.0,21,5,2019,14,45,13,15,1,30
1473,3,1,4,0.0,8,3850.0,18,5,2019,10,15,7,55,2,20
1474,3,4,3,0.0,8,3175.0,1,6,2019,18,25,16,55,1,30
1475,4,0,2,0.0,8,7229.0,21,5,2019,22,0,18,55,3,5
1476,4,2,1,1.0,8,16079.0,27,5,2019,19,0,19,15,23,45
1477,3,4,3,0.0,8,4392.0,27,3,2019,10,40,9,10,1,30
1478,4,0,5,1.0,8,54826.0,18,3,2019,0,45,18,40,6,5
1479,4,2,1,2.0,5,10368.0,15,6,2019,19,0,9,40,9,20
1480,4,2,1,1.0,5,12898.0,27,5,2019,19,0,22,50,20,10
1481,1,3,0,2.0,8,14960.0,1,5,2019,12,30,16,45,19,45
1482,3,2,1,1.0,8,6442.0,27,5,2019,22,30,8,35,13,55
1483,8,1,4,0.0,8,3597.0,21,5,2019,10,35,8,20,2,15
1484,4,2,1,2.0,8,18804.0,6,6,2019,19,0,11,40,7,20
1485,10,2,1,0.0,8,6111.0,15,3,2019,9,10,6,0,3,10
1486,3,2,1,0.0,8,6015.0,9,6,2019,0,20,21,5,3,15
1487,1,0,2,0.0,8,6121.0,18,5,2019,16,10,13,20,2,50
1488,4,3,0,1.0,5,6287.0,24,5,2019,17,35,10,20,7,15
1489,4,0,2,0.0,8,7229.0,9,5,2019,18,10,15,15,2,55
1490,3,2,1,1.0,8,6442.0,12,6,2019,16,10,8,35,7,35
1491,4,0,2,0.0,5,4544.0,27,4,2019,18,10,15,15,2,55
1492,1,3,0,2.0,8,11542.0,12,6,2019,13,45,9,25,28,20
1493,4,2,1,1.0,8,16079.0,21,5,2019,4,25,19,45,8,40
1494,6,2,1,1.0,8,6076.0,27,3,2019,16,10,7,5,9,5
1495,1,3,0,2.0,8,10408.0,1,4,2019,1,20,10,0,15,20
1496,1,2,1,2.0,8,8446.0,27,3,2019,19,15,5,55,37,20
1497,2,0,5,0.0,8,13663.0,1,3,2019,10,40,7,45,2,55
1498,1,2,1,1.0,8,10671.0,15,5,2019,8,15,20,30,11,45
1499,0,0,2,0.0,8,3383.0,18,6,2019,2,45,23,55,2,50
